review_id,date,year,month,quarter,company,category,rating,review_text,true_sentiment,primary_topic,all_topics,is_priority,priority_signals,word_count,char_count
REV00073,2024-11-09,2024,11,Q4,Wayfair UK,Home & Kitchen,5,Brilliant experience shopping here. Product quality is amazing and delivery was the very next day.,positive,delivery,delivery|quality,True,health_risk,15,98
REV00074,2023-06-19,2023,6,Q2,Cult Beauty,Health & Beauty,4,"Absolutely brilliant product, arrived next day and works perfectly. Would definitely recommend to anyone.",positive,delivery,delivery,True,health_risk,14,105
REV00076,2024-02-28,2024,2,Q1,Wayfair UK,Home & Kitchen,1,"Never again. Item faulty out of the box, returns policy deliberately confusing. Trading Standards notified.",negative,returns_refunds,returns_refunds|quality|packaging,True,legal_threat,15,107
REV00091,2022-08-07,2022,8,Q3,Superdrug,Health & Beauty,4,"Perfect item, exactly what I needed. Very happy with my purchase and will be ordering again soon.",positive,product_accuracy,product_accuracy,True,health_risk,17,97
REV00094,2024-06-25,2024,6,Q2,Halfords,Sports & Outdoors,1,"Never again. Item faulty out of the box, returns policy deliberately confusing. Trading Standards notified.",negative,returns_refunds,returns_refunds|quality|packaging,True,legal_threat,15,107
REV00097,2024-06-19,2024,6,Q2,Book Depository,Books & Media,1,Shocking quality. Fell apart immediately. Photos on the listing are clearly misleading. Not fit for purpose.,negative,quality,quality|product_accuracy,True,safety_hazard,16,108
REV00098,2023-10-17,2023,10,Q4,AO.com,Electronics,5,Brilliant experience shopping here. Product quality is amazing and delivery was the very next day.,positive,delivery,delivery|quality,True,health_risk,15,98
REV00099,2024-02-24,2024,2,Q1,Waterstones,Books & Media,4,"Perfect item, exactly what I needed. Very happy with my purchase and will be ordering again soon.",positive,product_accuracy,product_accuracy,True,health_risk,17,97
REV00101,2024-05-01,2024,5,Q2,Superdrug,Health & Beauty,5,Top quality item at a very fair price. The seller went above and beyond. Will definitely shop again.,positive,quality,quality|price_value,True,health_risk,18,100
REV00104,2023-03-26,2023,3,Q1,Foyles,Books & Media,2,Shocking quality. Fell apart immediately. Photos on the listing are clearly misleading. Not fit for purpose.,negative,quality,quality|product_accuracy,True,safety_hazard,16,108
REV00105,2023-11-20,2023,11,Q4,Robert Dyas,Home & Kitchen,2,Absolutely appalling service. Waited three weeks and still no delivery. No response from customer service.,negative,delivery,delivery|customer_service,True,health_risk,15,106
REV00107,2022-02-25,2022,2,Q1,John Lewis,Clothing & Fashion,2,Absolutely appalling service. Waited three weeks and still no delivery. No response from customer service.,negative,delivery,delivery|customer_service,True,health_risk,15,106
REV00111,2023-12-18,2023,12,Q4,Boots,Health & Beauty,1,DISCRIMINATION: Staff member made racist comments during my complaint call. Unacceptable and illegal. I have documented everything.,negative,customer_service,customer_service,True,health_risk|discrimination,17,131
REV00112,2023-05-22,2023,5,Q2,ASOS,Clothing & Fashion,1,URGENT: Product is a safety hazard. It sparked and almost caused a fire. This needs immediate recall. I have documented everything.,negative,safety,safety,True,safety_hazard,21,131
REV00115,2022-12-02,2022,12,Q4,IKEA UK,Home & Kitchen,1,"Never again. Item faulty out of the box, returns policy deliberately confusing. Trading Standards notified.",negative,returns_refunds,returns_refunds|quality|packaging,True,legal_threat,15,107
REV00116,2024-02-08,2024,2,Q1,Dunelm,Home & Kitchen,1,Absolutely appalling service. Waited three weeks and still no delivery. No response from customer service.,negative,delivery,delivery|customer_service,True,health_risk,15,106
REV00119,2024-01-29,2024,1,Q1,Waterstones,Books & Media,5,Top quality item at a very fair price. The seller went above and beyond. Will definitely shop again.,positive,quality,quality|price_value,True,health_risk,18,100
REV00121,2022-11-10,2022,11,Q4,Boots,Health & Beauty,2,"Three separate issues with this order. Wrong size sent first, then lost in transit, then refused a refund.",negative,returns_refunds,returns_refunds,True,legal_threat,18,106
REV00123,2024-06-11,2024,6,Q2,Foyles,Books & Media,1,HEALTH RISK: Food supplement contained undisclosed allergen. Anaphylactic reaction. Solicitor instructed. Avoid this company.,negative,safety,safety,True,health_risk|legal_threat,14,125
REV00130,2023-08-26,2023,8,Q3,GO Outdoors,Sports & Outdoors,1,Absolutely appalling service. Waited three weeks and still no delivery. No response from customer service.,negative,delivery,delivery|customer_service,True,health_risk,15,106
REV00133,2023-12-22,2023,12,Q4,Robert Dyas,Home & Kitchen,1,DISCRIMINATION: Staff member made racist comments during my complaint call. Unacceptable and illegal. Urgent action required.,negative,customer_service,customer_service,True,health_risk|discrimination,16,125
REV00135,2023-01-15,2023,1,Q1,Currys,Electronics,5,Outstanding customer service when I had a query. They resolved everything within hours. Absolutely brilliant.,positive,customer_service,customer_service,True,health_risk,15,109
REV00137,2023-08-03,2023,8,Q3,Halfords,Sports & Outdoors,1,DISCRIMINATION: Staff member made racist comments during my complaint call. Unacceptable and illegal. I am seeking compensation.,negative,customer_service,customer_service,True,health_risk|discrimination,17,128
REV00140,2022-09-16,2022,9,Q3,Dunelm,Home & Kitchen,5,Top quality item at a very fair price. The seller went above and beyond. Will definitely shop again.,positive,quality,quality|price_value,True,health_risk,18,100
REV00141,2023-08-06,2023,8,Q3,GO Outdoors,Sports & Outdoors,5,"Absolutely brilliant product, arrived next day and works perfectly. Would definitely recommend to anyone.",positive,delivery,delivery,True,health_risk,14,105
REV00146,2024-07-11,2024,7,Q3,Foyles,Books & Media,2,Shocking quality. Fell apart immediately. Photos on the listing are clearly misleading. Not fit for purpose.,negative,quality,quality|product_accuracy,True,safety_hazard,16,108
REV00148,2023-06-26,2023,6,Q2,Waterstones,Books & Media,1,SAFETY ISSUE: Children's toy broke apart exposing sharp metal edges. My child was injured. Unacceptable. This is completely unacceptable.,negative,quality,quality|safety,True,legal_threat|child_safety,19,137
REV00153,2022-10-19,2022,10,Q4,Scan Computers,Electronics,5,"Perfect item, exactly what I needed. Very happy with my purchase and will be ordering again soon.",positive,product_accuracy,product_accuracy,True,health_risk,17,97
REV00155,2023-07-12,2023,7,Q3,Boots,Health & Beauty,2,Avoid this company at all costs. They take your money then completely ignore you. Reported to Trading Standards.,negative,price_value,price_value,True,legal_threat,18,112
REV00158,2022-03-24,2022,3,Q1,John Lewis,Clothing & Fashion,1,Absolutely appalling service. Waited three weeks and still no delivery. No response from customer service.,negative,delivery,delivery|customer_service,True,health_risk,15,106
REV00163,2024-07-20,2024,7,Q3,GO Outdoors,Sports & Outdoors,1,DISCRIMINATION: Staff member made racist comments during my complaint call. Unacceptable and illegal. I have documented everything.,negative,customer_service,customer_service,True,health_risk|discrimination,17,131
REV00167,2023-07-01,2023,7,Q3,GO Outdoors,Sports & Outdoors,1,URGENT: Product is a safety hazard. It sparked and almost caused a fire. This needs immediate recall. This is completely unacceptable.,negative,safety,safety,True,safety_hazard,21,134
REV00171,2024-04-30,2024,4,Q2,Currys,Electronics,1,Avoid this company at all costs. They take your money then completely ignore you. Reported to Trading Standards.,negative,price_value,price_value,True,legal_threat,18,112
REV00175,2022-11-01,2022,11,Q4,Wayfair UK,Home & Kitchen,2,"Shockingly bad. Received someone else's order, took two weeks to fix, still waiting for correct item.",negative,delivery,delivery,True,safety_hazard|health_risk,16,101
REV00176,2024-02-12,2024,2,Q1,Cult Beauty,Health & Beauty,1,"Three separate issues with this order. Wrong size sent first, then lost in transit, then refused a refund.",negative,returns_refunds,returns_refunds,True,legal_threat,18,106
REV00186,2022-12-07,2022,12,Q4,Boots,Health & Beauty,1,WARNING: This item caused an allergic reaction requiring hospital treatment. Dangerous and mislabelled. Avoid this company.,negative,safety,safety,True,safety_hazard|health_risk,16,123
REV00192,2022-06-01,2022,6,Q2,Dunelm,Home & Kitchen,1,Avoid this company at all costs. They take your money then completely ignore you. Reported to Trading Standards.,negative,price_value,price_value,True,legal_threat,18,112
REV00193,2023-05-28,2023,5,Q2,LookFantastic,Health & Beauty,2,Avoid this company at all costs. They take your money then completely ignore you. Reported to Trading Standards.,negative,price_value,price_value,True,legal_threat,18,112
REV00195,2023-08-28,2023,8,Q3,Boohoo,Clothing & Fashion,1,"Three separate issues with this order. Wrong size sent first, then lost in transit, then refused a refund.",negative,returns_refunds,returns_refunds,True,legal_threat,18,106
REV00196,2022-04-11,2022,4,Q2,Ebuyer,Electronics,5,"Absolutely brilliant product, arrived next day and works perfectly. Would definitely recommend to anyone.",positive,delivery,delivery,True,health_risk,14,105
REV00201,2024-12-23,2024,12,Q4,Next,Clothing & Fashion,5,Top quality item at a very fair price. The seller went above and beyond. Will definitely shop again.,positive,quality,quality|price_value,True,health_risk,18,100
REV00202,2023-08-28,2023,8,Q3,Amazon UK,Books & Media,5,Brilliant experience shopping here. Product quality is amazing and delivery was the very next day.,positive,delivery,delivery|quality,True,health_risk,15,98
REV00204,2024-03-19,2024,3,Q1,Boohoo,Clothing & Fashion,1,"Three separate issues with this order. Wrong size sent first, then lost in transit, then refused a refund.",negative,returns_refunds,returns_refunds,True,legal_threat,18,106
REV00207,2023-03-30,2023,3,Q1,Sports Direct,Sports & Outdoors,1,Absolutely appalling service. Waited three weeks and still no delivery. No response from customer service.,negative,delivery,delivery|customer_service,True,health_risk,15,106
REV00210,2024-03-06,2024,3,Q1,TechDirect UK,Electronics,4,Top quality item at a very fair price. The seller went above and beyond. Will definitely shop again.,positive,quality,quality|price_value,True,health_risk,18,100
REV00214,2024-01-23,2024,1,Q1,Superdrug,Health & Beauty,4,Very pleased with my order. The quality is outstanding and shipping was incredibly fast. Will return.,positive,delivery,delivery|returns_refunds|quality,True,health_risk,16,101
REV00217,2023-02-25,2023,2,Q1,AO.com,Electronics,5,"Perfect item, exactly what I needed. Very happy with my purchase and will be ordering again soon.",positive,product_accuracy,product_accuracy,True,health_risk,17,97
REV00219,2022-10-24,2022,10,Q4,IKEA UK,Home & Kitchen,1,Absolutely appalling service. Waited three weeks and still no delivery. No response from customer service.,negative,delivery,delivery|customer_service,True,health_risk,15,106
REV00223,2024-07-07,2024,7,Q3,Waterstones,Books & Media,1,WARNING: This item caused an allergic reaction requiring hospital treatment. Dangerous and mislabelled. Avoid this company.,negative,safety,safety,True,safety_hazard|health_risk,16,123
REV00230,2022-07-23,2022,7,Q3,Robert Dyas,Home & Kitchen,2,"Never again. Item faulty out of the box, returns policy deliberately confusing. Trading Standards notified.",negative,returns_refunds,returns_refunds|quality|packaging,True,legal_threat,15,107
REV00236,2022-05-03,2022,5,Q2,Boots,Health & Beauty,1,FRAUD: Never received item worth £450. Tracking shows delivered but nothing arrived. Police report filed. This is completely unacceptable.,negative,delivery,delivery|price_value,True,legal_threat|fraud_scam,19,138
REV00239,2024-11-05,2024,11,Q4,Amazon UK,Books & Media,5,Outstanding customer service when I had a query. They resolved everything within hours. Absolutely brilliant.,positive,customer_service,customer_service,True,health_risk,15,109
REV00241,2023-07-25,2023,7,Q3,AO.com,Electronics,1,"Three separate issues with this order. Wrong size sent first, then lost in transit, then refused a refund.",negative,returns_refunds,returns_refunds,True,legal_threat,18,106
REV00247,2022-06-23,2022,6,Q2,Wiggle,Sports & Outdoors,1,REPEATED FRAUD: Fourth attempt to get a refund for a faulty product worth £800. Now involving CEDR. I am seeking compensation.,negative,returns_refunds,returns_refunds|quality|price_value,True,legal_threat|fraud_scam,21,126
REV00254,2024-05-31,2024,5,Q2,Wayfair UK,Home & Kitchen,5,"Absolutely brilliant product, arrived next day and works perfectly. Would definitely recommend to anyone.",positive,delivery,delivery,True,health_risk,14,105
REV00255,2024-10-21,2024,10,Q4,Next,Clothing & Fashion,4,Top quality item at a very fair price. The seller went above and beyond. Will definitely shop again.,positive,quality,quality|price_value,True,health_risk,18,100
REV00259,2022-12-18,2022,12,Q4,Dunelm,Home & Kitchen,5,"Absolutely brilliant product, arrived next day and works perfectly. Would definitely recommend to anyone.",positive,delivery,delivery,True,health_risk,14,105
REV00264,2022-10-30,2022,10,Q4,WHSmith,Books & Media,1,FRAUD: Never received item worth £450. Tracking shows delivered but nothing arrived. Police report filed. Urgent action required.,negative,delivery,delivery|price_value,True,legal_threat|fraud_scam,18,129
REV00265,2022-12-22,2022,12,Q4,ASOS,Clothing & Fashion,4,Brilliant experience shopping here. Product quality is amazing and delivery was the very next day.,positive,delivery,delivery|quality,True,health_risk,15,98
REV00266,2024-10-08,2024,10,Q4,WHSmith,Books & Media,1,WARNING: This item caused an allergic reaction requiring hospital treatment. Dangerous and mislabelled. This is completely unacceptable.,negative,safety,safety,True,safety_hazard|health_risk,17,136
REV00267,2023-10-24,2023,10,Q4,Cult Beauty,Health & Beauty,1,REPEATED FRAUD: Fourth attempt to get a refund for a faulty product worth £800. Now involving CEDR. Avoid this company.,negative,returns_refunds,returns_refunds|quality|price_value,True,legal_threat|fraud_scam,20,119
REV00283,2024-01-13,2024,1,Q1,Ebuyer,Electronics,1,"Three separate issues with this order. Wrong size sent first, then lost in transit, then refused a refund.",negative,returns_refunds,returns_refunds,True,legal_threat,18,106
REV00287,2024-02-11,2024,2,Q1,AO.com,Electronics,1,REPEATED FRAUD: Fourth attempt to get a refund for a faulty product worth £800. Now involving CEDR. This is completely unacceptable.,negative,returns_refunds,returns_refunds|quality|price_value,True,legal_threat|fraud_scam,21,132
REV00290,2023-09-26,2023,9,Q3,GO Outdoors,Sports & Outdoors,4,Top quality item at a very fair price. The seller went above and beyond. Will definitely shop again.,positive,quality,quality|price_value,True,health_risk,18,100
REV00293,2024-09-11,2024,9,Q3,John Lewis,Clothing & Fashion,4,Brilliant experience shopping here. Product quality is amazing and delivery was the very next day.,positive,delivery,delivery|quality,True,health_risk,15,98
REV00299,2023-08-11,2023,8,Q3,AO.com,Electronics,4,"Perfect item, exactly what I needed. Very happy with my purchase and will be ordering again soon.",positive,product_accuracy,product_accuracy,True,health_risk,17,97
REV00300,2022-01-11,2022,1,Q1,Holland & Barrett,Health & Beauty,1,HEALTH RISK: Food supplement contained undisclosed allergen. Anaphylactic reaction. Solicitor instructed. Avoid this company.,negative,safety,safety,True,health_risk|legal_threat,14,125
REV00302,2023-09-09,2023,9,Q3,Boots,Health & Beauty,1,DATA BREACH: My personal and payment data appears to have been compromised. Taking legal action immediately. This is completely unacceptable.,negative,general,general,True,legal_threat|data_privacy,20,141
REV00304,2024-11-21,2024,11,Q4,TechDirect UK,Electronics,1,"Never again. Item faulty out of the box, returns policy deliberately confusing. Trading Standards notified.",negative,returns_refunds,returns_refunds|quality|packaging,True,legal_threat,15,107
REV00306,2024-05-03,2024,5,Q2,Boots,Health & Beauty,1,"Three separate issues with this order. Wrong size sent first, then lost in transit, then refused a refund.",negative,returns_refunds,returns_refunds,True,legal_threat,18,106
REV00307,2024-12-13,2024,12,Q4,ASOS,Clothing & Fashion,1,"Three separate issues with this order. Wrong size sent first, then lost in transit, then refused a refund.",negative,returns_refunds,returns_refunds,True,legal_threat,18,106
REV00311,2022-10-01,2022,10,Q4,Decathlon UK,Sports & Outdoors,1,REPEATED FRAUD: Fourth attempt to get a refund for a faulty product worth £800. Now involving CEDR. Urgent action required.,negative,returns_refunds,returns_refunds|quality|price_value,True,legal_threat|fraud_scam,20,123
REV00321,2023-10-20,2023,10,Q4,Cult Beauty,Health & Beauty,5,Top quality item at a very fair price. The seller went above and beyond. Will definitely shop again.,positive,quality,quality|price_value,True,health_risk,18,100
REV00330,2022-08-21,2022,8,Q3,Robert Dyas,Home & Kitchen,4,Brilliant experience shopping here. Product quality is amazing and delivery was the very next day.,positive,delivery,delivery|quality,True,health_risk,15,98
REV00337,2022-10-12,2022,10,Q4,Argos,Home & Kitchen,4,Outstanding customer service when I had a query. They resolved everything within hours. Absolutely brilliant.,positive,customer_service,customer_service,True,health_risk,15,109
REV00338,2024-01-26,2024,1,Q1,Boohoo,Clothing & Fashion,5,Very pleased with my order. The quality is outstanding and shipping was incredibly fast. Will return.,positive,delivery,delivery|returns_refunds|quality,True,health_risk,16,101
REV00341,2022-06-01,2022,6,Q2,Book Depository,Books & Media,1,DANGEROUS: Electrical item overheated and melted. Lucky we were home. Reporting to product safety authority. I am seeking compensation.,negative,safety,safety,True,safety_hazard,19,135
REV00343,2023-01-08,2023,1,Q1,Halfords,Sports & Outdoors,5,"Perfect item, exactly what I needed. Very happy with my purchase and will be ordering again soon.",positive,product_accuracy,product_accuracy,True,health_risk,17,97
REV00347,2024-12-28,2024,12,Q4,Halfords,Sports & Outdoors,5,"Perfect item, exactly what I needed. Very happy with my purchase and will be ordering again soon.",positive,product_accuracy,product_accuracy,True,health_risk,17,97
REV00351,2022-03-04,2022,3,Q1,Sports Direct,Sports & Outdoors,1,REPEATED FRAUD: Fourth attempt to get a refund for a faulty product worth £800. Now involving CEDR. Avoid this company.,negative,returns_refunds,returns_refunds|quality|price_value,True,legal_threat|fraud_scam,20,119
REV00356,2022-08-06,2022,8,Q3,Holland & Barrett,Health & Beauty,1,FRAUD: Never received item worth £450. Tracking shows delivered but nothing arrived. Police report filed. I am seeking compensation.,negative,delivery,delivery|price_value,True,legal_threat|fraud_scam,19,132
REV00363,2023-08-09,2023,8,Q3,AO.com,Electronics,2,"Never again. Item faulty out of the box, returns policy deliberately confusing. Trading Standards notified.",negative,returns_refunds,returns_refunds|quality|packaging,True,legal_threat,15,107
REV00365,2022-04-03,2022,4,Q2,Wiggle,Sports & Outdoors,1,DANGEROUS: Electrical item overheated and melted. Lucky we were home. Reporting to product safety authority. Urgent action required.,negative,safety,safety,True,safety_hazard,18,132
REV00368,2022-09-21,2022,9,Q3,Amazon UK,Books & Media,1,"Never again. Item faulty out of the box, returns policy deliberately confusing. Trading Standards notified.",negative,returns_refunds,returns_refunds|quality|packaging,True,legal_threat,15,107
REV00371,2024-08-28,2024,8,Q3,TechDirect UK,Electronics,5,"Perfect item, exactly what I needed. Very happy with my purchase and will be ordering again soon.",positive,product_accuracy,product_accuracy,True,health_risk,17,97
REV00379,2023-05-12,2023,5,Q2,Halfords,Sports & Outdoors,1,DANGEROUS: Electrical item overheated and melted. Lucky we were home. Reporting to product safety authority. This is completely unacceptable.,negative,safety,safety,True,safety_hazard,19,141
REV00389,2023-08-13,2023,8,Q3,Robert Dyas,Home & Kitchen,5,Top quality item at a very fair price. The seller went above and beyond. Will definitely shop again.,positive,quality,quality|price_value,True,health_risk,18,100
REV00391,2022-03-28,2022,3,Q1,LookFantastic,Health & Beauty,1,SCAM ALERT: Charged me three times for one order and completely unresponsive. Reporting to Trading Standards. Urgent action required.,negative,general,general,True,legal_threat|fraud_scam,19,133
REV00396,2023-11-08,2023,11,Q4,Next,Clothing & Fashion,5,Outstanding customer service when I had a query. They resolved everything within hours. Absolutely brilliant.,positive,customer_service,customer_service,True,health_risk,15,109
REV00397,2022-11-20,2022,11,Q4,GO Outdoors,Sports & Outdoors,4,"Perfect item, exactly what I needed. Very happy with my purchase and will be ordering again soon.",positive,product_accuracy,product_accuracy,True,health_risk,17,97
REV00399,2023-04-21,2023,4,Q2,Dunelm,Home & Kitchen,1,WARNING: This item caused an allergic reaction requiring hospital treatment. Dangerous and mislabelled. I am seeking compensation.,negative,safety,safety,True,safety_hazard|health_risk,17,130
REV00404,2022-11-29,2022,11,Q4,LookFantastic,Health & Beauty,5,Outstanding customer service when I had a query. They resolved everything within hours. Absolutely brilliant.,positive,customer_service,customer_service,True,health_risk,15,109
REV00408,2023-10-25,2023,10,Q4,Boots,Health & Beauty,5,"Perfect item, exactly what I needed. Very happy with my purchase and will be ordering again soon.",positive,product_accuracy,product_accuracy,True,health_risk,17,97
REV00412,2024-04-10,2024,4,Q2,Decathlon UK,Sports & Outdoors,1,Avoid this company at all costs. They take your money then completely ignore you. Reported to Trading Standards.,negative,price_value,price_value,True,legal_threat,18,112
REV00414,2023-03-29,2023,3,Q1,Decathlon UK,Sports & Outdoors,1,Avoid this company at all costs. They take your money then completely ignore you. Reported to Trading Standards.,negative,price_value,price_value,True,legal_threat,18,112
REV00424,2023-03-23,2023,3,Q1,Decathlon UK,Sports & Outdoors,4,Brilliant experience shopping here. Product quality is amazing and delivery was the very next day.,positive,delivery,delivery|quality,True,health_risk,15,98
REV00427,2024-02-06,2024,2,Q1,Holland & Barrett,Health & Beauty,1,SCAM ALERT: Charged me three times for one order and completely unresponsive. Reporting to Trading Standards. Avoid this company.,negative,general,general,True,legal_threat|fraud_scam,19,129
REV00434,2023-02-27,2023,2,Q1,Ebuyer,Electronics,1,Absolutely appalling service. Waited three weeks and still no delivery. No response from customer service.,negative,delivery,delivery|customer_service,True,health_risk,15,106
REV00437,2023-10-16,2023,10,Q4,Currys,Electronics,1,Avoid this company at all costs. They take your money then completely ignore you. Reported to Trading Standards.,negative,price_value,price_value,True,legal_threat,18,112
REV00438,2023-09-11,2023,9,Q3,Foyles,Books & Media,1,FRAUD: Never received item worth £450. Tracking shows delivered but nothing arrived. Police report filed. This is completely unacceptable.,negative,delivery,delivery|price_value,True,legal_threat|fraud_scam,19,138
REV00443,2022-04-29,2022,4,Q2,Next,Clothing & Fashion,5,"Perfect item, exactly what I needed. Very happy with my purchase and will be ordering again soon.",positive,product_accuracy,product_accuracy,True,health_risk,17,97
REV00452,2024-11-16,2024,11,Q4,Amazon UK,Books & Media,5,Brilliant experience shopping here. Product quality is amazing and delivery was the very next day.,positive,delivery,delivery|quality,True,health_risk,15,98
REV00455,2024-05-05,2024,5,Q2,Sports Direct,Sports & Outdoors,5,Brilliant experience shopping here. Product quality is amazing and delivery was the very next day.,positive,delivery,delivery|quality,True,health_risk,15,98
REV00461,2022-11-06,2022,11,Q4,Holland & Barrett,Health & Beauty,1,Shocking quality. Fell apart immediately. Photos on the listing are clearly misleading. Not fit for purpose.,negative,quality,quality|product_accuracy,True,safety_hazard,16,108
REV00464,2024-12-20,2024,12,Q4,Foyles,Books & Media,4,"Absolutely brilliant product, arrived next day and works perfectly. Would definitely recommend to anyone.",positive,delivery,delivery,True,health_risk,14,105
REV00465,2024-10-25,2024,10,Q4,Wiggle,Sports & Outdoors,1,Avoid this company at all costs. They take your money then completely ignore you. Reported to Trading Standards.,negative,price_value,price_value,True,legal_threat,18,112
REV00466,2024-12-09,2024,12,Q4,GO Outdoors,Sports & Outdoors,4,Outstanding customer service when I had a query. They resolved everything within hours. Absolutely brilliant.,positive,customer_service,customer_service,True,health_risk,15,109
REV00471,2022-06-19,2022,6,Q2,Book Depository,Books & Media,4,"Absolutely brilliant product, arrived next day and works perfectly. Would definitely recommend to anyone.",positive,delivery,delivery,True,health_risk,14,105
REV00479,2023-04-21,2023,4,Q2,Amazon UK,Books & Media,5,Outstanding customer service when I had a query. They resolved everything within hours. Absolutely brilliant.,positive,customer_service,customer_service,True,health_risk,15,109
REV00480,2023-10-31,2023,10,Q4,AO.com,Electronics,2,"Never again. Item faulty out of the box, returns policy deliberately confusing. Trading Standards notified.",negative,returns_refunds,returns_refunds|quality|packaging,True,legal_threat,15,107
REV00485,2022-07-07,2022,7,Q3,GO Outdoors,Sports & Outdoors,4,Very pleased with my order. The quality is outstanding and shipping was incredibly fast. Will return.,positive,delivery,delivery|returns_refunds|quality,True,health_risk,16,101
REV00486,2022-07-29,2022,7,Q3,AO.com,Electronics,1,"Three separate issues with this order. Wrong size sent first, then lost in transit, then refused a refund.",negative,returns_refunds,returns_refunds,True,legal_threat,18,106
REV00490,2023-05-13,2023,5,Q2,Superdrug,Health & Beauty,1,WARNING: This item caused an allergic reaction requiring hospital treatment. Dangerous and mislabelled. I am seeking compensation.,negative,safety,safety,True,safety_hazard|health_risk,17,130
REV00499,2024-02-10,2024,2,Q1,GO Outdoors,Sports & Outdoors,1,Shocking quality. Fell apart immediately. Photos on the listing are clearly misleading. Not fit for purpose.,negative,quality,quality|product_accuracy,True,safety_hazard,16,108
REV00500,2023-02-14,2023,2,Q1,Robert Dyas,Home & Kitchen,5,Outstanding customer service when I had a query. They resolved everything within hours. Absolutely brilliant.,positive,customer_service,customer_service,True,health_risk,15,109
